ID Pedido,ID Cliente,ID Producto,Unidades,Fecha Pedido,Fecha Envío,Prioridad,ID Canal
PE007965,CL0057,PRO003,867,2021/05/19,2021/05/30,Crítica,CA002
PE007966,CL00408,PRO0010,830,2023/04/18,2023/05/07,Crítica,CA002
PE007967,CL00159,PRO001,398,2023/05/11,2023/07/13,Crítica,CA001
PE007968,CL00341,PRO006,1459,2020/08/03,2020/09/03,Baja,CA001
PE007969,CL00241,PRO0010,957,2021/08/04,2021/08/14,Alta,CA001
PE007970,CL00212,PRO005,371,2022/10/03,2022/11/21,Baja,CA002
PE007971,CL00109,PRO006,1307,2023/11/20,2023/12/19,Crítica,CA002
PE007972,CL00264,PRO007,877,2023/08/11,2023/08/21,Baja,CA002
PE007973,CL00319,PRO0010,871,2023/10/23,2023/11/29,Alta,CA002
PE007974,CL00400,PRO003,1043,2021/03/12,2021/03/23,Media,CA001
PE007975,CL00289,PRO009,1213,2021/09/10,2021/10/19,Baja,CA001
PE007976,CL0059,PRO006,644,2023/05/03,2023/05/11,Crítica,CA001
PE007977,CL0085,PRO003,1245,2021/10/15,2021/12/03,Crítica,CA002
PE007978,CL00391,PRO006,1475,2021/09/01,2021/10/17,Baja,CA001
PE007979,CL00258,PRO004,1057,2021/01/04,2021/01/12,Baja,CA002
PE007980,CL00184,PRO004,351,2021/01/20,2021/03/18,Baja,CA002
PE007981,CL00111,PRO0010,414,2021/03/26,2021/05/18,Media,CA001
PE007982,CL00243,PRO005,589,2022/02/28,2022/05/04,Alta,CA001
PE007983,CL00175,PRO004,301,2021/05/07,2021/06/13,Crítica,CA002
PE007984,CL00282,PRO006,1139,2021/03/18,2021/04/24,Media,CA001
PE007985,CL0039,PRO0011,1093,2022/10/24,2022/11/06,Baja,CA001
PE007986,CL00377,PRO006,1243,2023/08/02,2023/09/17,Crítica,CA002
PE007987,CL0053,PRO0010,1035,2022/06/24,2022/07/14,Media,CA001
PE007988,CL00450,PRO001,864,2021/04/19,2021/06/15,Crítica,CA002
PE007989,CL00391,PRO005,1346,2021/06/25,2021/08/16,Media,CA002
PE007990,CL00355,PRO0010,706,2023/06/01,2023/06/21,Crítica,CA001
PE007991,CL0051,PRO001,836,2020/08/08,2020/10/09,Alta,CA001
PE007992,CL00455,PRO002,737,2020/07/04,2020/08/25,Alta,CA001
PE007993,CL00269,PRO004,564,2021/10/24,2021/12/12,Media,CA002
PE007994,CL00140,PRO007,609,2020/09/02,2020/10/24,Alta,CA002
PE007995,CL00297,PRO009,483,2022/10/06,2022/10/12,Baja,CA001
PE007996,CL00313,PRO009,400,2021/05/05,2021/05/20,Baja,CA002
PE007997,CL00463,PRO006,808,2021/01/28,2021/04/02,Crítica,CA001
PE007998,CL00315,PRO001,1008,2020/12/16,2021/01/26,Alta,CA001
PE007999,CL00258,PRO009,409,2023/11/02,2023/11/24,Crítica,CA001
PE008000,CL00351,PRO006,407,2021/08/20,2021/09/19,Alta,CA002
PE008001,CL00153,PRO007,1438,2020/06/04,2020/06/14,Media,CA001
PE008002,CL00465,PRO009,425,2022/08/19,2022/09/08,Crítica,CA001
PE008003,CL00150,PRO007,433,2021/08/08,2021/08/31,Baja,CA001
PE008004,CL00466,PRO004,868,2022/10/02,2022/10/21,Alta,CA002
PE008005,CL00135,PRO0012,1080,2022/10/28,2022/12/03,Alta,CA002
PE008006,CL00493,PRO006,217,2020/03/07,2020/04/19,Media,CA002
PE008007,CL0025,PRO0011,1218,2020/07/12,2020/08/21,Baja,CA001
PE008008,CL00223,PRO006,350,2022/05/10,2022/07/13,Media,CA001
PE008009,CL00202,PRO007,993,2022/03/22,2022/04/12,Crítica,CA001
PE008010,CL00140,PRO0011,296,2022/03/10,2022/03/27,Baja,CA002
PE008011,CL00324,PRO0012,1014,2020/02/27,2020/04/18,Media,CA002
PE008012,CL00115,PRO007,1312,2023/06/19,2023/06/25,Media,CA001
PE008013,CL00195,PRO0011,1500,2021/09/16,2021/09/29,Media,CA002
PE008014,CL00184,PRO0012,250,2023/07/08,2023/09/06,Crítica,CA001
PE008015,CL0040,PRO004,221,2020/08/18,2020/10/09,Alta,CA002
PE008016,CL00125,PRO001,430,2021/04/05,2021/06/05,Alta,CA002
PE008017,CL0032,PRO006,1107,2020/10/17,2020/11/04,Media,CA002
PE008018,CL00238,PRO009,1456,2020/02/02,2020/03/29,Alta,CA002
PE008019,CL00366,PRO0010,508,2022/04/14,2022/06/18,Baja,CA002
PE008020,CL00172,PRO0011,721,2021/04/01,2021/05/20,Crítica,CA002
PE008021,CL00202,PRO006,1003,2022/11/01,2022/11/13,Baja,CA002
PE008022,CL0013,PRO004,1471,2020/04/02,2020/04/20,Media,CA001
PE008023,CL00133,PRO007,542,2023/03/04,2023/04/05,Alta,CA001
PE008024,CL00421,PRO0010,678,2023/08/16,2023/10/02,Media,CA001
PE008025,CL00393,PRO006,1392,2023/10/28,2023/11/02,Baja,CA001
PE008026,CL0018,PRO003,466,2022/06/03,2022/06/16,Alta,CA002
PE008027,CL00443,PRO007,171,2021/01/16,2021/01/23,Media,CA001
PE008028,CL00303,PRO006,789,2020/02/17,2020/04/19,Baja,CA001
PE008029,CL00281,PRO008,1241,2023/02/15,2023/02/28,Baja,CA002
PE008030,CL006,PRO0012,792,2023/04/07,2023/04/30,Alta,CA001
PE008031,CL0072,PRO006,715,2020/07/14,2020/09/08,Alta,CA001
PE008032,CL00320,PRO002,1134,2021/12/18,2022/01/01,Baja,CA002
PE008033,CL00462,PRO0011,1488,2022/05/16,2022/05/21,Media,CA001
PE008034,CL00254,PRO002,643,2022/10/14,2022/12/12,Alta,CA002
PE008035,CL00266,PRO0012,880,2020/06/21,2020/08/23,Baja,CA001
PE008036,CL0059,PRO009,483,2022/09/19,2022/10/11,Alta,CA002
PE008037,CL00323,PRO008,1238,2022/04/17,2022/05/19,Crítica,CA001
PE008038,CL0056,PRO002,320,2022/01/09,2022/03/08,Alta,CA002
PE008039,CL00124,PRO004,708,2023/09/10,2023/10/28,Baja,CA002
PE008040,CL00299,PRO003,1389,2020/05/02,2020/05/21,Crítica,CA001
PE008041,CL00466,PRO004,992,2021/07/07,2021/07/22,Baja,CA002
PE008042,CL0014,PRO0011,294,2020/04/11,2020/04/18,Baja,CA002
PE008043,CL00403,PRO001,360,2020/06/24,2020/07/12,Alta,CA001
PE008044,CL00212,PRO0012,1482,2023/12/14,2024/02/12,Crítica,CA002
PE008045,CL00466,PRO004,1119,2021/12/22,2022/02/03,Alta,CA001
PE008046,CL00183,PRO0012,267,2021/11/04,2021/12/27,Crítica,CA002
PE008047,CL00219,PRO009,166,2023/11/09,2024/01/02,Alta,CA001
PE008048,CL0019,PRO008,346,2020/01/22,2020/03/27,Alta,CA001
PE008049,CL00118,PRO005,1164,2022/09/25,2022/11/17,Media,CA001
PE008050,CL00485,PRO005,994,2021/12/16,2022/02/08,Alta,CA001
PE008051,CL00274,PRO0010,913,2023/01/07,2023/03/06,Media,CA001
PE008052,CL00262,PRO002,368,2022/04/03,2022/04/15,Crítica,CA002
PE008053,CL0058,PRO003,345,2022/02/04,2022/04/08,Crítica,CA002
PE008054,CL00334,PRO007,714,2020/09/03,2020/09/28,Alta,CA002
PE008055,CL00122,PRO0011,532,2022/05/13,2022/05/26,Baja,CA002
PE008056,CL00130,PRO0011,425,2023/05/25,2023/06/01,Media,CA001
PE008057,CL00422,PRO0012,747,2021/03/11,2021/04/04,Baja,CA002
PE008058,CL00320,PRO005,376,2023/03/22,2023/05/11,Media,CA001
PE008059,CL00442,PRO002,1341,2022/10/06,2022/11/08,Baja,CA001
PE008060,CL00127,PRO001,1203,2022/04/07,2022/05/12,Baja,CA002
PE008061,CL00196,PRO003,912,2020/06/07,2020/06/12,Baja,CA001
PE008062,CL00245,PRO004,1160,2023/01/14,2023/02/07,Crítica,CA002
PE008063,CL00343,PRO008,1373,2022/02/17,2022/03/15,Baja,CA001
PE008064,CL0079,PRO0012,680,2021/12/05,2021/12/10,Media,CA002
PE008065,CL00423,PRO001,1078,2021/04/27,2021/05/12,Alta,CA002
PE008066,CL00126,PRO009,929,2020/03/16,2020/03/24,Crítica,CA002
PE008067,CL00437,PRO0011,1488,2020/01/21,2020/02/08,Baja,CA001
PE008068,CL00414,PRO007,602,2021/12/17,2022/01/13,Alta,CA001
PE008069,CL002,PRO008,626,2020/10/02,2020/10/25,Alta,CA002
PE008070,CL00375,PRO006,269,2023/11/22,2024/01/02,Alta,CA001
PE008071,CL00356,PRO006,907,2022/05/17,2022/05/28,Baja,CA001
PE008072,CL00434,PRO001,1340,2021/06/15,2021/08/06,Crítica,CA001
PE008073,CL00123,PRO0010,1364,2022/05/26,2022/07/24,Alta,CA001
PE008074,CL00251,PRO001,294,2022/02/25,2022/04/27,Baja,CA002
PE008075,CL00151,PRO008,1212,2023/01/11,2023/01/24,Alta,CA002
PE008076,CL00166,PRO0011,419,2020/04/24,2020/05/14,Alta,CA002
PE008077,CL00281,PRO004,537,2023/08/13,2023/10/08,Baja,CA002
PE008078,CL00388,PRO001,1025,2021/04/02,2021/04/13,Crítica,CA002
PE008079,CL0061,PRO0011,1148,2023/05/15,2023/07/09,Crítica,CA002
PE008080,CL00132,PRO004,1395,2022/05/11,2022/06/09,Alta,CA002
PE008081,CL00188,PRO001,1276,2022/05/22,2022/07/26,Media,CA001
PE008082,CL002,PRO003,1475,2021/07/02,2021/08/04,Crítica,CA001
PE008083,CL00248,PRO0012,1378,2022/03/14,2022/05/08,Media,CA002
PE008084,CL00202,PRO002,447,2020/07/22,2020/09/24,Alta,CA001
PE008085,CL0074,PRO0010,434,2023/03/07,2023/04/07,Media,CA002
PE008086,CL00265,PRO0012,1024,2023/07/23,2023/08/30,Baja,CA001
PE008087,CL00471,PRO007,304,2020/06/11,2020/07/02,Baja,CA001
PE008088,CL00347,PRO009,744,2020/06/21,2020/06/30,Baja,CA001
PE008089,CL00212,PRO0011,848,2022/10/10,2022/11/28,Alta,CA001
PE008090,CL00387,PRO0011,743,2021/02/10,2021/04/03,Alta,CA001
PE008091,CL00111,PRO0012,705,2022/02/09,2022/03/17,Alta,CA001
PE008092,CL00204,PRO003,789,2022/08/15,2022/09/29,Alta,CA002
PE008093,CL00421,PRO006,1180,2020/05/12,2020/07/13,Alta,CA001
PE008094,CL00291,PRO005,1450,2020/01/03,2020/01/16,Baja,CA002
PE008095,CL00368,PRO005,484,2023/06/19,2023/07/17,Baja,CA002
PE008096,CL00321,PRO0011,268,2020/05/05,2020/06/20,Alta,CA002
PE008097,CL00199,PRO0012,686,2020/04/16,2020/05/15,Baja,CA002
PE008098,CL0095,PRO003,720,2021/08/07,2021/09/15,Alta,CA001
PE008099,CL00164,PRO004,1187,2021/08/13,2021/09/14,Alta,CA002
PE008100,CL0056,PRO004,1456,2022/05/24,2022/06/16,Crítica,CA002
PE008101,CL00156,PRO0010,1156,2021/03/03,2021/03/09,Media,CA001
PE008102,CL00386,PRO002,996,2021/10/06,2021/11/12,Baja,CA001
PE008103,CL00440,PRO001,1346,2020/01/14,2020/02/06,Crítica,CA001
PE008104,CL00196,PRO007,1132,2021/10/16,2021/12/13,Alta,CA001
PE008105,CL00214,PRO0011,353,2022/07/13,2022/08/26,Alta,CA002
PE008106,CL0065,PRO002,584,2021/11/25,2021/12/14,Crítica,CA001
PE008107,CL00451,PRO006,1333,2020/10/20,2020/12/23,Crítica,CA001
PE008108,CL00180,PRO008,180,2020/01/21,2020/03/09,Alta,CA001
PE008109,CL00438,PRO004,460,2021/10/28,2021/12/03,Media,CA001
PE008110,CL00342,PRO007,1491,2022/07/02,2022/07/21,Crítica,CA001
PE008111,CL00480,PRO0011,1299,2020/06/05,2020/08/03,Alta,CA001
PE008112,CL0064,PRO004,362,2021/04/14,2021/05/02,Baja,CA002
PE008113,CL00234,PRO007,559,2020/10/19,2020/11/17,Crítica,CA001
PE008114,CL00211,PRO0010,209,2021/08/23,2021/10/12,Crítica,CA002
PE008115,CL00367,PRO004,504,2023/05/05,2023/05/16,Alta,CA002
PE008116,CL00425,PRO0011,424,2023/04/21,2023/05/05,Media,CA001
PE008117,CL00213,PRO006,1232,2022/04/20,2022/05/12,Crítica,CA002
PE008118,CL00154,PRO006,1083,2020/11/10,2021/01/05,Crítica,CA001
PE008119,CL00339,PRO007,1016,2022/10/18,2022/10/24,Crítica,CA002
PE008120,CL00427,PRO0011,1399,2021/05/06,2021/06/25,Baja,CA002
PE008121,CL00233,PRO007,514,2023/05/12,2023/06/15,Alta,CA001
PE008122,CL00414,PRO002,1071,2021/11/12,2021/11/22,Alta,CA002
PE008123,CL00483,PRO003,1333,2020/10/17,2020/12/01,Alta,CA001
PE008124,CL00426,PRO006,801,2021/02/27,2021/04/07,Baja,CA001
PE008125,CL00319,PRO006,218,2020/03/04,2020/03/16,Media,CA001
PE008126,CL00493,PRO009,730,2022/05/11,2022/06/06,Baja,CA001
PE008127,CL00331,PRO004,559,2023/06/16,2023/06/21,Media,CA001
PE008128,CL00340,PRO0012,1067,2022/02/28,2022/03/31,Alta,CA002
PE008129,CL0073,PRO003,250,2020/06/17,2020/07/09,Media,CA002
PE008130,CL00278,PRO0010,187,2023/09/20,2023/10/04,Baja,CA001
PE008131,CL00220,PRO002,1034,2022/03/17,2022/05/02,Media,CA002
PE008132,CL00469,PRO002,928,2020/04/28,2020/05/07,Crítica,CA002
PE008133,CL0071,PRO0010,625,2021/07/23,2021/08/30,Baja,CA002
PE008134,CL00105,PRO005,365,2022/06/19,2022/08/08,Media,CA001
PE008135,CL00258,PRO004,1075,2021/09/02,2021/09/08,Alta,CA002
PE008136,CL00450,PRO0010,164,2021/05/09,2021/06/08,Baja,CA001
PE008137,CL00191,PRO007,1216,2020/12/28,2021/01/21,Media,CA001
PE008138,CL0010,PRO0010,161,2023/11/23,2023/12/11,Alta,CA001
PE008139,CL0030,PRO0012,795,2022/06/12,2022/06/27,Alta,CA001
PE008140,CL00262,PRO008,395,2020/06/01,2020/08/03,Media,CA001
PE008141,CL00191,PRO0010,346,2021/05/16,2021/05/22,Media,CA001
PE008142,CL00493,PRO004,711,2020/02/07,2020/03/14,Baja,CA002
PE008143,CL00333,PRO0010,1239,2020/03/01,2020/04/22,Crítica,CA001
PE008144,CL00456,PRO006,1376,2020/04/08,2020/05/10,Baja,CA002
PE008145,CL0059,PRO009,408,2022/10/17,2022/11/19,Media,CA001
PE008146,CL00452,PRO003,655,2022/03/14,2022/04/12,Crítica,CA001
PE008147,CL00415,PRO005,1499,2023/12/11,2024/01/13,Crítica,CA002
PE008148,CL00193,PRO0011,1133,2023/07/08,2023/08/14,Baja,CA001
PE008149,CL0080,PRO005,1261,2021/02/05,2021/02/16,Baja,CA001
PE008150,CL00102,PRO009,1131,2023/05/07,2023/06/03,Alta,CA001
PE008151,CL00218,PRO008,725,2022/04/19,2022/05/23,Baja,CA001
PE008152,CL00193,PRO005,719,2023/02/28,2023/03/11,Media,CA002
PE008153,CL00340,PRO003,1198,2022/02/03,2022/02/12,Baja,CA002
PE008154,CL0047,PRO003,1211,2020/09/15,2020/11/07,Alta,CA002
PE008155,CL0061,PRO008,643,2020/06/25,2020/08/10,Alta,CA001
PE008156,CL0029,PRO0012,375,2021/12/26,2022/02/20,Alta,CA002
PE008157,CL00397,PRO0011,270,2020/10/18,2020/12/18,Media,CA001
PE008158,CL00331,PRO001,515,2020/04/11,2020/05/12,Media,CA001
PE008159,CL0049,PRO009,1350,2020/08/12,2020/09/10,Alta,CA001
PE008160,CL00134,PRO003,1298,2020/12/03,2021/02/04,Baja,CA002
PE008161,CL0099,PRO006,819,2021/10/24,2021/11/25,Baja,CA002
PE008162,CL006,PRO002,1105,2023/07/14,2023/08/02,Media,CA002
PE008163,CL00417,PRO006,420,2023/07/18,2023/09/21,Baja,CA001
PE008164,CL00211,PRO006,1351,2022/03/28,2022/05/10,Crítica,CA002
PE008165,CL00473,PRO0012,1036,2022/05/02,2022/06/22,Media,CA002
PE008166,CL00195,PRO001,474,2023/01/04,2023/01/17,Media,CA001
PE008167,CL00464,PRO003,319,2023/11/16,2024/01/03,Baja,CA001
PE008168,CL00304,PRO004,974,2020/03/15,2020/03/23,Baja,CA002
PE008169,CL00479,PRO003,1288,2020/06/26,2020/08/30,Alta,CA002
PE008170,CL00197,PRO009,383,2022/01/21,2022/01/29,Crítica,CA002
PE008171,CL00296,PRO002,469,2022/06/01,2022/07/22,Crítica,CA002
PE008172,CL00499,PRO0012,1354,2020/05/11,2020/06/05,Crítica,CA002
PE008173,CL00448,PRO003,1422,2020/05/07,2020/05/22,Media,CA001
PE008174,CL0059,PRO002,470,2021/02/16,2021/03/21,Media,CA002
PE008175,CL00227,PRO008,964,2022/10/05,2022/11/06,Media,CA002
PE008176,CL00287,PRO001,1231,2020/09/25,2020/11/27,Baja,CA002
PE008177,CL00124,PRO008,490,2021/01/12,2021/01/23,Crítica,CA002
PE008178,CL00149,PRO007,1449,2021/11/24,2022/01/14,Media,CA001
PE008179,CL00111,PRO002,1481,2020/10/27,2020/12/11,Baja,CA002
PE008180,CL00267,PRO0012,386,2022/04/28,2022/05/14,Crítica,CA001
PE008181,CL00112,PRO0012,196,2021/03/15,2021/04/02,Alta,CA002
PE008182,CL00475,PRO0011,981,2023/10/10,2023/11/28,Alta,CA002
PE008183,CL00460,PRO008,481,2022/08/28,2022/10/12,Crítica,CA002
PE008184,CL00338,PRO002,896,2021/12/28,2022/02/11,Baja,CA001
PE008185,CL00454,PRO001,771,2020/11/14,2020/12/01,Media,CA002
PE008186,CL00143,PRO005,1128,2023/05/28,2023/06/06,Baja,CA001
PE008187,CL00356,PRO001,340,2021/05/14,2021/06/06,Media,CA002
PE008188,CL00264,PRO002,1227,2021/10/20,2021/12/21,Alta,CA001
PE008189,CL00316,PRO004,1448,2022/04/05,2022/05/11,Alta,CA001
PE008190,CL00471,PRO006,862,2020/04/02,2020/04/12,Crítica,CA001
PE008191,CL00253,PRO005,178,2022/03/01,2022/04/16,Baja,CA001
PE008192,CL00134,PRO002,217,2020/11/15,2020/12/30,Alta,CA001
PE008193,CL00366,PRO0011,1018,2023/07/07,2023/07/18,Media,CA001
PE008194,CL00322,PRO0010,816,2022/02/26,2022/03/14,Alta,CA002
PE008195,CL00221,PRO009,226,2023/09/05,2023/10/14,Alta,CA002
PE008196,CL00391,PRO0012,629,2022/10/28,2022/12/01,Crítica,CA002
PE008197,CL0061,PRO0012,1457,2023/08/26,2023/09/11,Media,CA001
PE008198,CL00267,PRO0011,1079,2020/07/26,2020/09/05,Crítica,CA002
PE008199,CL00189,PRO004,1041,2023/07/25,2023/08/05,Baja,CA002
PE008200,CL00236,PRO008,951,2020/09/16,2020/11/06,Baja,CA002
PE008201,CL0010,PRO004,223,2020/02/27,2020/04/13,Alta,CA002
PE008202,CL00228,PRO009,247,2021/08/03,2021/09/04,Baja,CA001
PE008203,CL00482,PRO009,1404,2023/04/25,2023/06/26,Alta,CA001
PE008204,CL00325,PRO009,377,2020/05/25,2020/06/30,Alta,CA001
PE008205,CL00378,PRO006,738,2020/09/10,2020/10/17,Media,CA002
PE008206,CL0055,PRO0012,1095,2022/09/20,2022/10/15,Baja,CA001
PE008207,CL00462,PRO007,1477,2021/06/05,2021/07/14,Media,CA002
PE008208,CL0035,PRO005,565,2021/11/07,2022/01/08,Baja,CA001
PE008209,CL00104,PRO007,907,2020/12/22,2021/01/20,Alta,CA001
PE008210,CL00473,PRO007,162,2020/12/26,2021/01/04,Crítica,CA002
PE008211,CL00412,PRO004,1404,2022/02/08,2022/02/22,Media,CA002
PE008212,CL00423,PRO0010,847,2022/02/28,2022/03/26,Baja,CA001
PE008213,CL00455,PRO006,991,2022/08/05,2022/09/05,Crítica,CA002
PE008214,CL00490,PRO0010,979,2022/07/12,2022/08/13,Media,CA001
PE008215,CL00421,PRO004,222,2020/12/13,2021/01/04,Alta,CA001
PE008216,CL00423,PRO0012,1365,2022/10/14,2022/11/16,Media,CA001
PE008217,CL0048,PRO003,244,2023/11/04,2024/01/07,Crítica,CA002
PE008218,CL00444,PRO005,221,2020/09/21,2020/10/09,Crítica,CA002
PE008219,CL00283,PRO006,1332,2022/10/15,2022/11/19,Alta,CA002
PE008220,CL00348,PRO009,1136,2020/10/19,2020/12/21,Crítica,CA001
PE008221,CL0064,PRO001,843,2023/01/20,2023/03/10,Crítica,CA001
PE008222,CL00373,PRO007,195,2021/03/07,2021/04/15,Alta,CA001
PE008223,CL00339,PRO009,292,2023/06/15,2023/07/07,Crítica,CA002
PE008224,CL00470,PRO004,540,2022/11/16,2023/01/13,Alta,CA002
PE008225,CL0092,PRO007,883,2020/01/08,2020/03/11,Media,CA001
PE008226,CL0047,PRO005,906,2020/02/03,2020/03/16,Alta,CA002
PE008227,CL00387,PRO0010,1299,2020/01/03,2020/01/22,Baja,CA001
PE008228,CL00172,PRO002,1291,2021/10/08,2021/10/20,Media,CA001
PE008229,CL00309,PRO001,1290,2023/02/03,2023/02/09,Baja,CA001
PE008230,CL00307,PRO007,208,2020/05/16,2020/07/04,Media,CA001
PE008231,CL00397,PRO002,639,2020/12/02,2021/01/20,Crítica,CA002
PE008232,CL00255,PRO0011,1155,2023/10/23,2023/11/11,Media,CA001
PE008233,CL00321,PRO007,381,2023/06/13,2023/07/01,Media,CA001
PE008234,CL00355,PRO006,909,2021/03/27,2021/04/14,Baja,CA002
PE008235,CL00117,PRO005,525,2020/10/20,2020/10/27,Crítica,CA002
PE008236,CL00427,PRO009,1182,2022/04/19,2022/06/12,Crítica,CA002
PE008237,CL00155,PRO001,645,2023/07/05,2023/08/01,Crítica,CA001
PE008238,CL00216,PRO008,186,2020/10/08,2020/10/15,Baja,CA001
PE008239,CL00174,PRO003,1445,2022/04/02,2022/05/06,Baja,CA001
PE008240,CL00125,PRO0012,277,2020/04/24,2020/06/20,Crítica,CA002
PE008241,CL0012,PRO003,1117,2022/06/14,2022/07/05,Baja,CA002
PE008242,CL00305,PRO0011,887,2021/12/07,2022/01/07,Media,CA002
PE008243,CL0053,PRO0012,539,2021/03/17,2021/03/28,Media,CA001
PE008244,CL00154,PRO009,1283,2023/04/07,2023/05/05,Baja,CA002
PE008245,CL00327,PRO006,1408,2021/08/08,2021/09/21,Crítica,CA001
PE008246,CL00438,PRO009,761,2021/03/15,2021/04/03,Media,CA002
PE008247,CL00303,PRO002,449,2022/12/11,2022/12/17,Alta,CA002
PE008248,CL00166,PRO003,1196,2021/12/13,2022/01/01,Crítica,CA001
PE008249,CL00158,PRO004,1146,2023/05/13,2023/07/16,Crítica,CA002
PE008250,CL00331,PRO004,478,2022/07/17,2022/09/01,Baja,CA001
PE008251,CL00117,PRO006,593,2023/05/03,2023/07/07,Baja,CA001
PE008252,CL0090,PRO003,760,2021/07/21,2021/09/19,Media,CA001
PE008253,CL00430,PRO007,1232,2020/09/23,2020/09/29,Alta,CA001
PE008254,CL00128,PRO004,361,2022/05/09,2022/05/15,Alta,CA001
PE008255,CL0049,PRO001,777,2021/06/02,2021/06/22,Crítica,CA001
PE008256,CL00232,PRO006,373,2020/10/16,2020/10/21,Alta,CA001
PE008257,CL0020,PRO0012,1298,2021/08/19,2021/09/03,Crítica,CA002
PE008258,CL00333,PRO004,1318,2020/08/22,2020/08/27,Baja,CA002
PE008259,CL00477,PRO007,1493,2021/06/18,2021/06/24,Alta,CA002
PE008260,CL0043,PRO001,1186,2023/05/05,2023/06/11,Alta,CA002
PE008261,CL00111,PRO0011,1068,2022/11/03,2022/12/25,Crítica,CA002
PE008262,CL0034,PRO006,927,2021/05/04,2021/06/27,Alta,CA001
PE008263,CL00160,PRO0010,1060,2023/08/13,2023/09/19,Media,CA001
PE008264,CL0095,PRO0012,565,2022/11/23,2022/12/27,Media,CA002
PE008265,CL0013,PRO0010,944,2022/02/27,2022/03/25,Crítica,CA001
PE008266,CL00469,PRO0012,1243,2020/04/06,2020/05/04,Crítica,CA002
PE008267,CL00405,PRO009,1372,2020/12/13,2020/12/24,Media,CA001
PE008268,CL00222,PRO004,334,2020/04/11,2020/06/12,Media,CA001
PE008269,CL00321,PRO003,342,2021/09/10,2021/10/06,Baja,CA002
PE008270,CL00229,PRO009,882,2023/06/13,2023/08/05,Crítica,CA002
PE008271,CL00137,PRO007,1072,2020/01/12,2020/01/24,Media,CA001
PE008272,CL00424,PRO0012,627,2022/10/22,2022/11/08,Media,CA001
PE008273,CL002,PRO001,1004,2021/04/28,2021/05/03,Crítica,CA001
PE008274,CL00436,PRO009,1386,2022/01/17,2022/03/18,Alta,CA001
PE008275,CL00391,PRO004,1413,2020/09/27,2020/10/10,Crítica,CA002
PE008276,CL00299,PRO001,368,2021/11/10,2022/01/09,Crítica,CA002
PE008277,CL00192,PRO005,714,2020/05/09,2020/05/21,Baja,CA002
PE008278,CL00137,PRO005,407,2022/11/21,2023/01/07,Media,CA001
PE008279,CL00394,PRO004,467,2020/10/05,2020/11/06,Alta,CA001
PE008280,CL0050,PRO003,387,2022/12/25,2023/01/05,Media,CA001
PE008281,CL00193,PRO007,276,2022/11/10,2023/01/07,Media,CA002
PE008282,CL00151,PRO0012,163,2020/05/18,2020/06/15,Crítica,CA001
PE008283,CL00216,PRO005,746,2021/06/24,2021/07/13,Media,CA002
PE008284,CL00122,PRO005,800,2022/09/12,2022/10/28,Media,CA002
PE008285,CL00417,PRO007,1038,2021/11/23,2021/12/14,Media,CA002
PE008286,CL00165,PRO0010,705,2023/04/22,2023/06/17,Baja,CA001
PE008287,CL00499,PRO0012,299,2022/06/04,2022/06/26,Crítica,CA002
PE008288,CL00454,PRO008,1293,2020/07/11,2020/08/30,Media,CA002
PE008289,CL00470,PRO001,1172,2023/06/20,2023/07/17,Alta,CA002
PE008290,CL00339,PRO009,787,2020/03/26,2020/05/29,Crítica,CA001
PE008291,CL00214,PRO003,998,2020/11/07,2020/12/18,Media,CA002
PE008292,CL00106,PRO009,653,2021/10/17,2021/10/31,Media,CA002
PE008293,CL00359,PRO009,568,2022/02/23,2022/04/19,Crítica,CA001
PE008294,CL00348,PRO0010,317,2020/09/09,2020/10/14,Alta,CA002
PE008295,CL00333,PRO0010,1225,2021/12/20,2022/02/06,Media,CA002
PE008296,CL00421,PRO0012,330,2023/03/13,2023/04/12,Alta,CA001
PE008297,CL0052,PRO009,1440,2020/09/15,2020/09/21,Crítica,CA002
PE008298,CL00374,PRO007,1041,2020/01/17,2020/02/16,Media,CA002
PE008299,CL00145,PRO0011,1490,2022/03/14,2022/04/01,Crítica,CA001
PE008300,CL00148,PRO0011,553,2022/02/21,2022/03/20,Alta,CA001
PE008301,CL00329,PRO0011,406,2021/10/26,2021/11/19,Baja,CA001
PE008302,CL00117,PRO002,401,2021/05/16,2021/07/15,Alta,CA002
PE008303,CL00115,PRO008,1111,2021/04/07,2021/06/09,Alta,CA002
PE008304,CL00384,PRO0010,825,2022/05/27,2022/06/16,Crítica,CA001
PE008305,CL00359,PRO0012,623,2023/09/18,2023/10/18,Alta,CA002
PE008306,CL00127,PRO001,300,2020/08/10,2020/09/04,Crítica,CA002
PE008307,CL00466,PRO0010,636,2023/06/22,2023/08/04,Crítica,CA001
PE008308,CL00395,PRO004,561,2021/07/04,2021/08/07,Alta,CA001
PE008309,CL00457,PRO004,1102,2023/04/01,2023/05/31,Media,CA002
PE008310,CL00412,PRO001,426,2022/07/28,2022/08/05,Baja,CA001
PE008311,CL00253,PRO0011,1141,2022/07/20,2022/09/15,Baja,CA002
PE008312,CL00371,PRO005,1218,2022/06/08,2022/06/24,Alta,CA002
PE008313,CL006,PRO005,509,2023/05/08,2023/07/10,Crítica,CA001
PE008314,CL00366,PRO004,953,2023/08/15,2023/10/05,Media,CA002
PE008315,CL00116,PRO002,275,2021/12/03,2022/01/23,Media,CA001
