ID Venta,ID Pedido,Venta Bruta,Venta Neta
VE007432,PE007432,86818,31375
VE007433,PE007433,324206,121742
VE007434,PE007434,94970,29120
VE007435,PE007435,827688,160464
VE007436,PE007436,117913,79242
VE007437,PE007437,54105,16590
VE007438,PE007438,43712,29376
VE007439,PE007439,27521,9083
VE007440,PE007440,180350,65175
VE007441,PE007441,556133,107818
VE007442,PE007442,76009,23306
VE007443,PE007443,370890,91980
VE007444,PE007444,69989,23098
VE007445,PE007445,102723,69034
VE007446,PE007446,338813,84025
VE007447,PE007447,45679,30698
VE007448,PE007448,45602,18686
VE007449,PE007449,533384,212121
VE007450,PE007450,261662,98256
VE007451,PE007451,717722,177994
VE007452,PE007452,4077,1053
VE007453,PE007453,566611,225336
VE007454,PE007454,248898,93464
VE007455,PE007455,640935,254893
VE007456,PE007456,276310,109886
VE007457,PE007457,65607,24636
VE007458,PE007458,311930,60474
VE007459,PE007459,171007,70074
VE007460,PE007460,370746,147442
VE007461,PE007461,105280,38047
VE007462,PE007462,4329,1118
VE007463,PE007463,115545,47348
VE007464,PE007464,141680,53202
VE007465,PE007465,115391,47284
VE007466,PE007466,13286,3432
VE007467,PE007467,620155,153797
VE007468,PE007468,223079,91412
VE007469,PE007469,512502,99359
VE007470,PE007470,59995,40319
VE007471,PE007471,123094,50441
VE007472,PE007472,614140,152306
VE007473,PE007473,767842,190424
VE007474,PE007474,10272,2653
VE007475,PE007475,917555,177886
VE007476,PE007476,129411,51466
VE007477,PE007477,483908,65608
VE007478,PE007478,96885,41726
VE007479,PE007479,56540,23169
VE007480,PE007480,43137,17676
VE007481,PE007481,825982,204842
VE007482,PE007482,154959,104138
VE007483,PE007483,202437,76017
VE007484,PE007484,275436,109538
VE007485,PE007485,319355,119921
VE007486,PE007486,34941,12627
VE007487,PE007487,156332,67328
VE007488,PE007488,627382,249503
VE007489,PE007489,771852,191418
VE007490,PE007490,345793,67039
VE007491,PE007491,67999,20850
VE007492,PE007492,280135,37981
VE007493,PE007493,82629,25336
VE007494,PE007494,136320,51189
VE007495,PE007495,71989,27033
VE007496,PE007496,145552,19734
VE007497,PE007497,191538,25969
VE007498,PE007498,160095,107590
VE007499,PE007499,123132,44498
VE007500,PE007500,226270,97449
VE007501,PE007501,542972,73616
VE007502,PE007502,165794,71404
VE007503,PE007503,537899,104283
VE007504,PE007504,589802,79966
VE007505,PE007505,178342,76808
VE007506,PE007506,674953,167387
VE007507,PE007507,33110,11965
VE007508,PE007508,235938,101613
VE007509,PE007509,222758,30202
VE007510,PE007510,256812,96435
VE007511,PE007511,305825,114840
VE007512,PE007512,46121,15222
VE007513,PE007513,698748,135466
VE007514,PE007514,303819,130847
VE007515,PE007515,148839,100025
VE007516,PE007516,114994,35259
VE007517,PE007517,293827,110335
VE007518,PE007518,105113,45269
VE007519,PE007519,534957,72530
VE007520,PE007520,67142,22159
VE007521,PE007521,180385,34971
VE007522,PE007522,220768,90465
VE007523,PE007523,92282,37815
VE007524,PE007524,44149,29670
VE007525,PE007525,51735,15863
VE007526,PE007526,614272,83283
VE007527,PE007527,280553,105350
VE007528,PE007528,36125,11077
VE007529,PE007529,690323,171199
VE007530,PE007530,50182,15387
VE007531,PE007531,71578,48103
VE007532,PE007532,216477,81289
VE007533,PE007533,129172,48505
VE007534,PE007534,560053,222727
VE007535,PE007535,261151,98065
VE007536,PE007536,182780,68636
VE007537,PE007537,247228,33519
VE007538,PE007538,265694,51510
VE007539,PE007539,352383,140139
VE007540,PE007540,291019,109280
VE007541,PE007541,801256,198710
VE007542,PE007542,168753,60985
VE007543,PE007543,463662,89890
VE007544,PE007544,297603,57696
VE007545,PE007545,204224,76688
VE007546,PE007546,236555,101878
VE007547,PE007547,854717,211969
VE007548,PE007548,191497,78471
VE007549,PE007549,842688,208986
VE007550,PE007550,61827,20405
VE007551,PE007551,106167,32553
VE007552,PE007552,201224,39011
VE007553,PE007553,116711,78434
VE007554,PE007554,114004,46716
VE007555,PE007555,235651,93716
VE007556,PE007556,91974,37689
VE007557,PE007557,78624,24108
VE007558,PE007558,8938,2309
VE007559,PE007559,95979,39330
VE007560,PE007560,54615,18025
VE007561,PE007561,2603,672
VE007562,PE007562,155505,104505
VE007563,PE007563,51114,18472
VE007564,PE007564,398264,53997
VE007565,PE007565,410531,163264
VE007566,PE007566,104054,41381
VE007567,PE007567,408960,79285
VE007568,PE007568,96184,38251
VE007569,PE007569,72408,29671
VE007570,PE007570,335472,83196
VE007571,PE007571,193653,79354
VE007572,PE007572,108624,72999
VE007573,PE007573,528783,102515
VE007574,PE007574,248915,33748
VE007575,PE007575,136559,49350
VE007576,PE007576,30653,10116
VE007577,PE007577,90475,27741
VE007578,PE007578,36679,12105
VE007579,PE007579,120864,81225
VE007580,PE007580,267308,66292
VE007581,PE007581,50191,21616
VE007582,PE007582,271555,52646
VE007583,PE007583,400912,159439
VE007584,PE007584,71638,29355
VE007585,PE007585,510909,69269
VE007586,PE007586,857390,212632
VE007587,PE007587,25572,17185
VE007588,PE007588,256636,102062
VE007589,PE007589,165092,59661
VE007590,PE007590,35967,11870
VE007591,PE007591,397842,53940
VE007592,PE007592,439609,59602
VE007593,PE007593,7968,2058
VE007594,PE007594,759823,188435
VE007595,PE007595,101836,31225
VE007596,PE007596,193648,26255
VE007597,PE007597,108848,14758
VE007598,PE007598,39313,14762
VE007599,PE007599,81756,32514
VE007600,PE007600,39887,26806
VE007601,PE007601,72170,26081
VE007602,PE007602,88245,38005
VE007603,PE007603,175668,75656
VE007604,PE007604,285914,107363
VE007605,PE007605,449879,178912
VE007606,PE007606,114095,34984
VE007607,PE007607,109260,41028
VE007608,PE007608,174101,65377
VE007609,PE007609,50836,15587
VE007610,PE007610,30178,9960
VE007611,PE007611,731756,181474
VE007612,PE007612,107313,72118
VE007613,PE007613,76520,32955
VE007614,PE007614,834851,161852
VE007615,PE007615,217754,81769
VE007616,PE007616,243958,97019
VE007617,PE007617,384865,74614
VE007618,PE007618,11812,3051
VE007619,PE007619,495188,122806
VE007620,PE007620,40112,17275
VE007621,PE007621,75832,27405
VE007622,PE007622,123596,83061
VE007623,PE007623,88039,31816
VE007624,PE007624,504529,200646
VE007625,PE007625,120937,49557
VE007626,PE007626,3256,841
VE007627,PE007627,769179,190755
VE007628,PE007628,132884,89303
VE007629,PE007629,123730,23988
VE007630,PE007630,397415,158048
VE007631,PE007631,193037,79102
VE007632,PE007632,54094,36353
VE007633,PE007633,110989,34031
VE007634,PE007634,31472,13554
VE007635,PE007635,96133,39393
VE007636,PE007636,344628,129411
VE007637,PE007637,283306,112668
VE007638,PE007638,176079,75833
VE007639,PE007639,33735,14529
VE007640,PE007640,132492,54292
VE007641,PE007641,264069,105017
VE007642,PE007642,250685,94135
VE007643,PE007643,381676,151789
VE007644,PE007644,54691,22411
VE007645,PE007645,185796,76135
VE007646,PE007646,115403,35385
VE007647,PE007647,197472,85046
VE007648,PE007648,175166,71779
VE007649,PE007649,57035,18823
VE007650,PE007650,31364,10351
VE007651,PE007651,278255,104487
VE007652,PE007652,274228,37180
VE007653,PE007653,58648,19356
VE007654,PE007654,31270,10320
VE007655,PE007655,936915,232353
VE007656,PE007656,230384,99221
VE007657,PE007657,784549,194567
VE007658,PE007658,82280,35436
VE007659,PE007659,28194,18948
VE007660,PE007660,476314,64579
VE007661,PE007661,226133,30659
VE007662,PE007662,868063,168291
VE007663,PE007663,79903,30004
VE007664,PE007664,67394,25307
VE007665,PE007665,39996,26879
VE007666,PE007666,393331,76255
VE007667,PE007667,560679,139047
VE007668,PE007668,181001,71982
VE007669,PE007669,64705,26515
VE007670,PE007670,128537,51118
VE007671,PE007671,89259,32257
VE007672,PE007672,62349,20577
VE007673,PE007673,9601,2480
VE007674,PE007674,413452,56056
VE007675,PE007675,184774,66775
VE007676,PE007676,54187,16615
VE007677,PE007677,24274,7443
VE007678,PE007678,181418,65561
VE007679,PE007679,610475,82768
VE007680,PE007680,75273,23080
VE007681,PE007681,64384,27729
VE007682,PE007682,39953,13186
VE007683,PE007683,165152,67675
VE007684,PE007684,323168,43815
VE007685,PE007685,46311,15284
VE007686,PE007686,128661,48313
VE007687,PE007687,171142,73707
VE007688,PE007688,62278,19096
VE007689,PE007689,277284,119419
VE007690,PE007690,49453,20265
VE007691,PE007691,205220,74163
VE007692,PE007692,84583,56843
VE007693,PE007693,896818,222410
VE007694,PE007694,309910,116374
VE007695,PE007695,593599,80480
VE007696,PE007696,159294,57566
VE007697,PE007697,37201,12277
VE007698,PE007698,56845,18761
VE007699,PE007699,70615,21652
VE007700,PE007700,70878,9610
VE007701,PE007701,169600,22994
VE007702,PE007702,118787,79829
VE007703,PE007703,349505,86677
VE007704,PE007704,165407,32068
VE007705,PE007705,41502,14998
VE007706,PE007706,445428,86355
VE007707,PE007707,285230,55298
VE007708,PE007708,147487,63519
VE007709,PE007709,56067,17191
VE007710,PE007710,534113,72415
VE007711,PE007711,167991,60709
VE007712,PE007712,177519,76453
VE007713,PE007713,83162,55888
VE007714,PE007714,5673,1465
VE007715,PE007715,312718,117429
VE007716,PE007716,155138,63572
VE007717,PE007717,69481,28472
VE007718,PE007718,947607,235005
VE007719,PE007719,120864,81225
VE007720,PE007720,199629,74963
VE007721,PE007721,82691,35613
VE007722,PE007722,141653,56334
VE007723,PE007723,168263,72467
VE007724,PE007724,178428,44250
VE007725,PE007725,183554,66333
VE007726,PE007726,132120,88789
VE007727,PE007727,96288,39456
VE007728,PE007728,40215,27026
VE007729,PE007729,63935,26199
VE007730,PE007730,79952,28893
VE007731,PE007731,134277,50422
VE007732,PE007732,67591,20725
VE007733,PE007733,630005,250547
VE007734,PE007734,157829,62767
VE007735,PE007735,622710,84427
VE007736,PE007736,261650,112686
VE007737,PE007737,405014,54912
VE007738,PE007738,54166,19575
VE007739,PE007739,23061,7611
VE007740,PE007740,276666,119154
VE007741,PE007741,45254,19490
VE007742,PE007742,86795,32592
VE007743,PE007743,229508,31117
VE007744,PE007744,31548,9673
VE007745,PE007745,306040,121709
VE007746,PE007746,478481,118663
VE007747,PE007747,223682,80835
VE007748,PE007748,51580,34664
VE007749,PE007749,48739,32754
VE007750,PE007750,259833,50374
VE007751,PE007751,40865,12530
VE007752,PE007752,795241,197219
VE007753,PE007753,68850,22723
VE007754,PE007754,621444,84256
VE007755,PE007755,99215,40656
VE007756,PE007756,893460,173215
VE007757,PE007757,287184,55676
VE007758,PE007758,595904,236985
VE007759,PE007759,171293,64322
VE007760,PE007760,192804,26140
VE007761,PE007761,202281,82890
VE007762,PE007762,275192,103337
VE007763,PE007763,140659,52819
VE007764,PE007764,20593,6796
VE007765,PE007765,392358,53196
VE007766,PE007766,291526,39525
VE007767,PE007767,924718,179275
VE007768,PE007768,512174,69441
VE007769,PE007769,9680,3195
VE007770,PE007770,253139,100671
VE007771,PE007771,86550,58164
VE007772,PE007772,13025,3364
VE007773,PE007773,189850,25740
VE007774,PE007774,67474,22269
VE007775,PE007775,105268,32277
VE007776,PE007776,70615,21652
VE007777,PE007777,150517,61678
VE007778,PE007778,114667,35159
VE007779,PE007779,525514,208992
VE007780,PE007780,449442,178738
VE007781,PE007781,4432,1145
VE007782,PE007782,268322,36379
VE007783,PE007783,286169,107459
VE007784,PE007784,258620,64138
VE007785,PE007785,84917,26037
VE007786,PE007786,12866,3323
VE007787,PE007787,61337,22166
VE007788,PE007788,85160,36676
VE007789,PE007789,35777,11808
VE007790,PE007790,275192,103337
VE007791,PE007791,4637,1198
VE007792,PE007792,13491,3485
VE007793,PE007793,223387,91538
VE007794,PE007794,84509,25912
VE007795,PE007795,570395,77334
VE007796,PE007796,36615,15769
VE007797,PE007797,666933,165399
VE007798,PE007798,186865,70170
VE007799,PE007799,227965,85603
VE007800,PE007800,46014,14109
VE007801,PE007801,68403,28030
VE007802,PE007802,531160,72015
VE007803,PE007803,202820,87350
VE007804,PE007804,176285,75922
VE007805,PE007805,59834,19747
VE007806,PE007806,68356,24703
VE007807,PE007807,73873,49645
VE007808,PE007808,45599,15049
VE007809,PE007809,184164,66554
VE007810,PE007810,1651,427
VE007811,PE007811,61543,18870
VE007812,PE007812,45011,16266
VE007813,PE007813,304063,75407
VE007814,PE007814,230936,94632
VE007815,PE007815,32978,10884
VE007816,PE007816,302917,41070
VE007817,PE007817,73521,27608
VE007818,PE007818,240577,59663
VE007819,PE007819,60214,19873
VE007820,PE007820,63273,42522
VE007821,PE007821,169072,41930
VE007822,PE007822,380801,151441
VE007823,PE007823,151749,62183
VE007824,PE007824,79570,31644
VE007825,PE007825,426109,57772
VE007826,PE007826,86274,35353
VE007827,PE007827,329918,44730
VE007828,PE007828,459754,89132
VE007829,PE007829,494910,196821
VE007830,PE007830,25574,10480
VE007831,PE007831,24294,8018
VE007832,PE007832,41601,12756
VE007833,PE007833,46014,14109
VE007834,PE007834,255762,101714
VE007835,PE007835,448684,86986
VE007836,PE007836,111316,34132
VE007837,PE007837,274815,118356
VE007838,PE007838,519246,128772
VE007839,PE007839,165854,59937
VE007840,PE007840,10851,2803
VE007841,PE007841,154984,63509
VE007842,PE007842,3032,783
VE007843,PE007843,275844,118799
VE007844,PE007844,150902,54533
VE007845,PE007845,142139,61216
VE007846,PE007846,288977,108514
VE007847,PE007847,58007,24982
VE007848,PE007848,20831,6875
VE007849,PE007849,608126,150814
VE007850,PE007850,791900,196390
VE007851,PE007851,134340,55049
VE007852,PE007852,111575,74982
VE007853,PE007853,334927,125768
VE007854,PE007854,217273,29458
VE007855,PE007855,866078,214786
VE007856,PE007856,199200,81627
VE007857,PE007857,228327,98335
VE007858,PE007858,23345,7705
VE007859,PE007859,72100,29545
VE007860,PE007860,34022,11228
VE007861,PE007861,139732,57259
VE007862,PE007862,140425,94370
VE007863,PE007863,37913,12512
VE007864,PE007864,280163,120660
VE007865,PE007865,5561,1436
VE007866,PE007866,107313,72118
VE007867,PE007867,211643,41031
VE007868,PE007868,77605,29141
VE007869,PE007869,295547,117536
VE007870,PE007870,567048,225509
VE007871,PE007871,280163,120660
VE007872,PE007872,60854,24936
VE007873,PE007873,5897,1523
VE007874,PE007874,35516,23868
VE007875,PE007875,61638,20342
VE007876,PE007876,240055,32547
VE007877,PE007877,145683,36129
VE007878,PE007878,508553,126121
VE007879,PE007879,404401,78401
VE007880,PE007880,225390,92359
VE007881,PE007881,5598,1446
VE007882,PE007882,270086,101420
VE007883,PE007883,55249,16941
VE007884,PE007884,59075,19497
VE007885,PE007885,163871,59220
VE007886,PE007886,47640,15723
VE007887,PE007887,75489,30934
VE007888,PE007888,95347,12927
VE007889,PE007889,39559,26585
VE007890,PE007890,84509,25912
VE007891,PE007891,152555,102522
VE007892,PE007892,28194,18948
VE007893,PE007893,152366,37786
VE007894,PE007894,180483,67773
VE007895,PE007895,41349,14943
VE007896,PE007896,208374,89742
VE007897,PE007897,599084,81224
VE007898,PE007898,227093,97803
VE007899,PE007899,950948,235834
VE007900,PE007900,59775,24494
VE007901,PE007901,275702,103529
VE007902,PE007902,30196,12373
VE007903,PE007903,8266,2135
VE007904,PE007904,42009,12881
VE007905,PE007905,302762,113690
VE007906,PE007906,114088,76671
VE007907,PE007907,94747,38825
VE007908,PE007908,58764,18018
VE007909,PE007909,535953,132915
VE007910,PE007910,105513,32352
VE007911,PE007911,36869,12168
VE007912,PE007912,101084,67932
VE007913,PE007913,630371,122210
VE007914,PE007914,101018,30974
VE007915,PE007915,69467,22926
VE007916,PE007916,565356,140208
VE007917,PE007917,604210,240288
VE007918,PE007918,13144,4338
VE007919,PE007919,44461,14673
VE007920,PE007920,209676,85920
VE007921,PE007921,153020,60854
VE007922,PE007922,395311,53596
VE007923,PE007923,521142,207253
VE007924,PE007924,299294,128898
VE007925,PE007925,784057,152005
VE007926,PE007926,243282,91355
VE007927,PE007927,393611,97615
VE007928,PE007928,325277,129359
VE007929,PE007929,653815,126755
VE007930,PE007930,208119,75211
VE007931,PE007931,2836,733
VE007932,PE007932,523255,129767
VE007933,PE007933,145561,52604
VE007934,PE007934,85965,35227
VE007935,PE007935,168880,72732
VE007936,PE007936,12176,3145
VE007937,PE007937,42041,13875
VE007938,PE007938,929277,180159
VE007939,PE007939,69062,21176
VE007940,PE007940,78788,24158
VE007941,PE007941,3219,831
VE007942,PE007942,334162,125481
VE007943,PE007943,70890,23396
VE007944,PE007944,47722,20553
VE007945,PE007945,615538,83455
VE007946,PE007946,41596,17045
VE007947,PE007947,335403,45474
VE007948,PE007948,189038,81414
VE007949,PE007949,35079,23574
VE007950,PE007950,705260,136729
VE007951,PE007951,9451,2441
VE007952,PE007952,6438,1663
VE007953,PE007953,54119,20322
VE007954,PE007954,401350,159613
VE007955,PE007955,47972,15832
VE007956,PE007956,105674,71016
VE007957,PE007957,140221,50674
VE007958,PE007958,330332,124043
VE007959,PE007959,60869,40906
VE007960,PE007960,906174,224730
VE007961,PE007961,192251,69476
VE007962,PE007962,793825,153899
VE007963,PE007963,38197,12606
VE007964,PE007964,183640,75251
VE007965,PE007965,178342,76808
VE007966,PE007966,127870,52398
VE007967,PE007967,60727,21946
VE007968,PE007968,69230,22848
VE007969,PE007969,147435,60415
VE007970,PE007970,94709,35564
VE007971,PE007971,62017,20468
VE007972,PE007972,383424,152484
VE007973,PE007973,134186,54986
VE007974,PE007974,214545,92399
VE007975,PE007975,789918,153141
VE007976,PE007976,30558,10085
VE007977,PE007977,256096,110295
VE007978,PE007978,69989,23098
VE007979,PE007979,9862,2547
VE007980,PE007980,3275,846
VE007981,PE007981,63781,26136
VE007982,PE007982,150360,56462
VE007983,PE007983,2808,725
VE007984,PE007984,54046,17837
VE007985,PE007985,119443,80270
VE007986,PE007986,58980,19465
VE007987,PE007987,159452,65340
VE007988,PE007988,131829,47641
VE007989,PE007989,343607,129028
VE007990,PE007990,108766,44570
VE007991,PE007991,127557,46097
VE007992,PE007992,310933,42156
VE007993,PE007993,5262,1359
VE007994,PE007994,266255,105887
VE007995,PE007995,314534,60979
VE007996,PE007996,260484,50500
VE007997,PE007997,38340,12653
VE007998,PE007998,153801,55581
VE007999,PE007999,266345,51636
VE008000,PE008000,19312,6374
VE008001,PE008001,628694,250025
VE008002,PE008002,276764,53656
VE008003,PE008003,189308,75286
VE008004,PE008004,8098,2092
VE008005,PE008005,721732,178988
VE008006,PE008006,10297,3398
VE008007,PE008007,133103,89450
VE008008,PE008008,16608,5481
VE008009,PE008009,434140,172653
VE008010,PE008010,32347,21738
VE008011,PE008011,677626,168050
VE008012,PE008012,573606,228117
VE008013,PE008013,163920,110160
VE008014,PE008014,167068,41432
VE008015,PE008015,2062,533
VE008016,PE008016,65609,23710
VE008017,PE008017,52527,17336
VE008018,PE008018,948162,183820
VE008019,PE008019,78262,32070
VE008020,PE008020,78791,52950
VE008021,PE008021,47592,15707
VE008022,PE008022,13724,3545
VE008023,PE008023,236962,94238
VE008024,PE008024,104453,42802
VE008025,PE008025,66050,21799
VE008026,PE008026,95856,41283
VE008027,PE008027,74761,29732
VE008028,PE008028,37438,12356
VE008029,PE008029,101427,31099
VE008030,PE008030,529270,131258
VE008031,PE008031,33927,11197
VE008032,PE008032,478423,64865
VE008033,PE008033,162609,109279
VE008034,PE008034,271275,36780
VE008035,PE008035,588078,145842
VE008036,PE008036,314534,60979
VE008037,PE008037,101182,31024
VE008038,PE008038,135005,18304
VE008039,PE008039,6606,1706
VE008040,PE008040,285717,123052
VE008041,PE008041,9255,2391
VE008042,PE008042,32128,21591
VE008043,PE008043,54929,19850
VE008044,PE008044,990376,245612
VE008045,PE008045,10440,2697
VE008046,PE008046,178428,44250
VE008047,PE008047,108101,20958
VE008048,PE008048,28279,8671
VE008049,PE008049,297146,111581
VE008050,PE008050,253748,95285
VE008051,PE008051,140657,57638
VE008052,PE008052,155256,21050
VE008053,PE008053,70966,30564
VE008054,PE008054,312161,124143
VE008055,PE008055,58137,39070
VE008056,PE008056,46444,31212
VE008057,PE008057,499198,123800
VE008058,PE008058,95985,36043
VE008059,PE008059,565754,76705
VE008060,PE008060,183554,66333
VE008061,PE008061,187598,80794
VE008062,PE008062,10823,2796
VE008063,PE008063,112215,34407
VE008064,PE008064,454424,112696
VE008065,PE008065,164481,59441
VE008066,PE008066,604974,117286
VE008067,PE008067,162609,109279
VE008068,PE008068,263194,104670
VE008069,PE008069,51163,15688
VE008070,PE008070,12764,4213
VE008071,PE008071,43037,14204
VE008072,PE008072,204457,73888
VE008073,PE008073,210138,86109
VE008074,PE008074,44859,16211
VE008075,PE008075,99057,30373
VE008076,PE008076,45788,30771
VE008077,PE008077,5010,1294
VE008078,PE008078,156394,56518
VE008079,PE008079,125453,84309
VE008080,PE008080,13015,3362
VE008081,PE008081,194692,70359
VE008082,PE008082,303408,130670
VE008083,PE008083,920876,228376
VE008084,PE008084,188585,25568
VE008085,PE008085,66862,27398
VE008086,PE008086,684308,169708
VE008087,PE008087,132909,52856
VE008088,PE008088,484500,93930
VE008089,PE008089,92669,62277
VE008090,PE008090,81195,54566
VE008091,PE008091,471130,116840
VE008092,PE008092,162297,69898
VE008093,PE008093,55991,18479
VE008094,PE008094,370156,138997
VE008095,PE008095,123556,46396
VE008096,PE008096,29287,19682
VE008097,PE008097,458433,113691
VE008098,PE008098,148104,63785
VE008099,PE008099,11075,2861
VE008100,PE008100,13584,3509
VE008101,PE008101,178093,72978
VE008102,PE008102,420202,56971
VE008103,PE008103,205373,74218
VE008104,PE008104,494910,196821
VE008105,PE008105,38576,25924
VE008106,PE008106,246384,33405
VE008107,PE008107,63251,20875
VE008108,PE008108,14711,4511
VE008109,PE008109,4292,1109
VE008110,PE008110,651865,259240
VE008111,PE008111,141955,95399
VE008112,PE008112,3377,872
VE008113,PE008113,244395,97193
VE008114,PE008114,32199,13194
VE008115,PE008115,4702,1215
VE008116,PE008116,46335,31139
VE008117,PE008117,58458,19293
VE008118,PE008118,51388,16960
VE008119,PE008119,444195,176652
VE008120,PE008120,152883,102743
VE008121,PE008121,224721,89369
VE008122,PE008122,451844,61261
VE008123,PE008123,274198,118090
VE008124,PE008124,38007,12544
VE008125,PE008125,10344,3414
VE008126,PE008126,475383,92162
VE008127,PE008127,5215,1347
VE008128,PE008128,713044,176834
VE008129,PE008129,51425,22148
VE008130,PE008130,28809,11805
VE008131,PE008131,436234,59145
VE008132,PE008132,391514,53082
VE008133,PE008133,96288,39456
VE008134,PE008134,93177,34989
VE008135,PE008135,10030,2591
VE008136,PE008136,25266,10353
VE008137,PE008137,531635,211426
VE008138,PE008138,24804,10164
VE008139,PE008139,531275,131755
VE008140,PE008140,32283,9899
VE008141,PE008141,53305,21843
VE008142,PE008142,6634,1714
VE008143,PE008143,190880,78218
VE008144,PE008144,65291,21548
VE008145,PE008145,265694,51510
VE008146,PE008146,134734,58026
VE008147,PE008147,382665,143694
VE008148,PE008148,123814,83208
VE008149,PE008149,321908,120879
VE008150,PE008150,736519,142789
VE008151,PE008151,59254,18168
VE008152,PE008152,183546,68923
VE008153,PE008153,246429,106131
VE008154,PE008154,249103,107282
VE008155,PE008155,52552,16114
VE008156,PE008156,250601,62149
VE008157,PE008157,29506,19829
VE008158,PE008158,78579,28397
VE008159,PE008159,879134,170438
VE008160,PE008160,266999,114990
VE008161,PE008161,38862,12826
VE008162,PE008162,466188,63206
VE008163,PE008163,19929,6577
VE008164,PE008164,64105,21157
VE008165,PE008165,692328,171696
VE008166,PE008166,72323,26136
VE008167,PE008167,65618,28260
VE008168,PE008168,9087,2347
VE008169,PE008169,264942,114104
VE008170,PE008170,249413,48354
VE008171,PE008171,197866,26827
VE008172,PE008172,904838,224398
VE008173,PE008173,292505,125975
VE008174,PE008174,198288,26884
VE008175,PE008175,78788,24158
VE008176,PE008176,187826,67877
VE008177,PE008177,40048,12279
VE008178,PE008178,633503,251938
VE008179,PE008179,624819,84713
VE008180,PE008180,257952,63972
VE008181,PE008181,130981,32483
VE008182,PE008182,107204,72045
VE008183,PE008183,39312,12054
VE008184,PE008184,378013,51251
VE008185,PE008185,117639,42513
VE008186,PE008186,287956,108130
VE008187,PE008187,51877,18748
VE008188,PE008188,517659,70184
VE008189,PE008189,13510,3490
VE008190,PE008190,40902,13499
VE008191,PE008191,45440,17063
VE008192,PE008192,91550,12412
VE008193,PE008193,111247,74762
VE008194,PE008194,125713,51514
VE008195,PE008195,147173,28533
VE008196,PE008196,420342,104244
VE008197,PE008197,973669,241469
VE008198,PE008198,117913,79242
VE008199,PE008199,9713,2509
VE008200,PE008200,77725,23832
VE008201,PE008201,2081,537
VE008202,PE008202,160849,31184
VE008203,PE008203,914299,177255
VE008204,PE008204,245506,47596
VE008205,PE008205,35018,11557
VE008206,PE008206,731756,181474
VE008207,PE008207,645744,256806
VE008208,PE008208,144233,54161
VE008209,PE008209,396540,157700
VE008210,PE008210,70826,28167
VE008211,PE008211,13099,3384
VE008212,PE008212,130489,53471
VE008213,PE008213,47023,15519
VE008214,PE008214,150825,61804
VE008215,PE008215,2071,535
VE008216,PE008216,912189,226221
VE008217,PE008217,50191,21616
VE008218,PE008218,56417,21185
VE008219,PE008219,63203,20859
VE008220,PE008220,739775,143420
VE008221,PE008221,128625,46483
VE008222,PE008222,85254,33905
VE008223,PE008223,190153,36865
VE008224,PE008224,5038,1301
VE008225,PE008225,386048,153527
VE008226,PE008226,231284,86849
VE008227,PE008227,200124,82006
VE008228,PE008228,544660,73845
VE008229,PE008229,196828,71131
VE008230,PE008230,90938,36165
VE008231,PE008231,269588,36551
VE008232,PE008232,126218,84823
VE008233,PE008233,166573,66244
VE008234,PE008234,43132,14235
VE008235,PE008235,134022,50326
VE008236,PE008236,769730,149228
VE008237,PE008237,98414,35565
VE008238,PE008238,15202,4661
VE008239,PE008239,297236,128013
VE008240,PE008240,185111,45907
VE008241,PE008241,229767,98955
VE008242,PE008242,96931,65141
VE008243,PE008243,360198,89328
VE008244,PE008244,835502,161979
VE008245,PE008245,66810,22049
VE008246,PE008246,495571,96076
VE008247,PE008247,189429,25683
VE008248,PE008248,246017,105954
VE008249,PE008249,10692,2762
VE008250,PE008250,4460,1152
VE008251,PE008251,28138,9286
VE008252,PE008252,156332,67328
VE008253,PE008253,538630,214208
VE008254,PE008254,3368,870
VE008255,PE008255,118555,42844
VE008256,PE008256,17699,5841
VE008257,PE008257,867414,215118
VE008258,PE008258,12297,3176
VE008259,PE008259,652740,259588
VE008260,PE008260,180960,65396
VE008261,PE008261,116711,78434
VE008262,PE008262,43986,14517
VE008263,PE008263,163304,66918
VE008264,PE008264,377573,93637
VE008265,PE008265,145433,59595
VE008266,PE008266,830660,206002
VE008267,PE008267,893460,173215
VE008268,PE008268,3116,805
VE008269,PE008269,70349,30298
VE008270,PE008270,574367,111353
VE008271,PE008271,468678,186389
VE008272,PE008272,419005,103913
VE008273,PE008273,153190,55361
VE008274,PE008274,902577,174982
VE008275,PE008275,13183,3405
VE008276,PE008276,56149,20292
VE008277,PE008277,182270,68444
VE008278,PE008278,103899,39015
VE008279,PE008279,4357,1125
VE008280,PE008280,79606,34284
VE008281,PE008281,120667,47988
VE008282,PE008282,108928,27014
VE008283,PE008283,190439,71512
VE008284,PE008284,204224,76688
VE008285,PE008285,453814,180477
VE008286,PE008286,108612,44507
VE008287,PE008287,199813,49553
VE008288,PE008288,105677,32403
VE008289,PE008289,178824,64624
VE008290,PE008290,512502,99359
VE008291,PE008291,205289,88413
VE008292,PE008292,425240,82441
VE008293,PE008293,369887,71710
VE008294,PE008294,48837,20012
VE008295,PE008295,188724,77334
VE008296,PE008296,220529,54691
VE008297,PE008297,937742,181800
VE008298,PE008298,455125,180999
VE008299,PE008299,162827,109426
VE008300,PE008300,60432,40612
VE008301,PE008301,44368,29817
VE008302,PE008302,169178,22937
VE008303,PE008303,90802,27842
VE008304,PE008304,127100,52082
VE008305,PE008305,416332,103250
